register,block,description,fields,scope_count,sample_value,ported_by_us,importance_guess,address
EFP_METER_CONTROL,EPIPE,EFP_METER_CONTROL.,EFP_REFRESH_ENABLE ENABLES THE EFP REFRESHING.; MAX_TICK_COUNT   MAX TICK COUNT DETECTED DURING EFP REFRESHING.,1,0x00000003,no,medium (ACL / filter),0x08280615
EFP_METER_PARITY_CONTROL,EPIPE,EFP_METER_PARITY_CONTROL,PARITY_EN        This bit enables parity checking for the EFP METER table.,1,0x00000001,no,medium (ACL / filter),0x08280706
EFP_POLICY_PARITY_CONTROL,EPIPE,EFP_POLICY_PARITY_CONTROL,PARITY_EN        This bit enables parity checking for the EFP POLICY table.,1,0x00000001,no,medium (ACL / filter),0x08280703
EFP_SLICE_CONTROL,EPIPE,EFP_SLICE_CONTROL.,"SLICE_ENABLE_SLICE_0 SLICE ENABLE FOR EFP SLICE 0.; SLICE_ENABLE_SLICE_1 SLICE ENABLE FOR EFP SLICE 1.; SLICE_ENABLE_SLICE_2 SLICE ENABLE FOR EFP SLICE 2.; SLICE_ENABLE_SLICE_3 SLICE ENABLE FOR EFP SLICE 3.; LOOKUP_ENABLE_SLICE_0 LOOKUP ENABLE FOR EFP SLICE 0.; LOOKUP_ENABLE_SLICE_1 LOOKUP ENABLE FOR EFP SLICE 1.; LOOKUP_ENABLE_SLICE_2 LOOKUP ENABLE FOR EFP SLICE 2.; LOOKUP_ENABLE_SLICE_3 LOOKUP ENABLE FOR EFP SLICE 3.; SLICE_0_MODE     MODE CONTROL FOR EFP SLICE 0 000->L2, 001->L3 V4 or V6 SINGLE WIDE, 010->L3 V4 or V6 DOUBLE WIDE, 011->L3 any SINGLE WIDE, 100->L3 any DOUBLE WIDE, 101-111->RESERVED.; SLICE_1_MODE     MODE CONTROL FOR EFP SLICE 1 000->L2, 001->L3 V4 or V6 SINGLE WIDE, 010->L3 V4 or V6 DOUBLE WIDE, 011->L3 any SINGLE WIDE, 100->L3 any DOUBLE WIDE, 101-111->RESERVED.; SLICE_2_MODE     MODE CONTROL FOR EFP SLICE 2 000->L2, 001->L3 V4 or V6 SINGLE WIDE, 010->L3 V4 or V6 DOUBLE WIDE, 011->L3 any SINGLE WIDE, 100->L3 any DOUBLE WIDE, 101-111->RESERVED.; SLICE_3_MODE     MODE CONTROL FOR EFP SLICE 3 000->L2, 001->L3 V4 or V6 SINGLE WIDE, 010->L3 V4 or V6 DOUBLE WIDE, 011->L3 any SINGLE WIDE, 100->L3 any DOUBLE WIDE, 101-111->RESERVED.; SLICE_0_IPV6_KEY_MODE IPV6 KEY MODE CONTROL FOR KEY2 OF EFP SLICE 0 00->SIPV6, 01->DIPV6, 10->{DIP[63:0],SIP[63:0]}, 11->RESERVED.; SLICE_1_IPV6_KEY_MODE IPV6 KEY MODE CONTROL FOR KEY2 OF EFP SLICE 1 00->SIPV6, 01->DIPV6, 10->{DIP[63:0],SIP[63:0]}, 11->RESERVED.; SLICE_2_IPV6_KEY_MODE IPV6 KEY MODE CONTROL FOR KEY2 OF EFP SLICE 2 00->SIPV6, 01->DIPV6, 10->{DIP[63:0],SIP[63:0]}, 11->RESERVED.; SLICE_3_IPV6_KEY_MODE IPV6 KEY MODE CONTROL FOR KEY2 OF EFP SLICE 3 00->SIPV6, 01->DIPV6, 10->{DIP[63:0],SIP[63:0]}, 11->RESERVED.",1,0x000900cf,no,medium (ACL / filter),0x0828060b
EFP_SLICE_MAP,EPIPE,TCAM FOR EFP.,VIRTUAL_SLICE_0_VIRTUAL_SLICE_GROUP VIRTUAL_SLICE_0_VIRTUAL_SLICE_GROUP.; VIRTUAL_SLICE_1_VIRTUAL_SLICE_GROUP VIRTUAL_SLICE_1_VIRTUAL_SLICE_GROUP.; VIRTUAL_SLICE_2_VIRTUAL_SLICE_GROUP VIRTUAL_SLICE_2_VIRTUAL_SLICE_GROUP.; VIRTUAL_SLICE_3_VIRTUAL_SLICE_GROUP VIRTUAL_SLICE_3_VIRTUAL_SLICE_GROUP.; VIRTUAL_SLICE_0_PHYSICAL_SLICE_NUMBER VIRTUAL_SLICE_0_PHYSICAL_SLICE_NUMBER.; VIRTUAL_SLICE_1_PHYSICAL_SLICE_NUMBER VIRTUAL_SLICE_1_PHYSICAL_SLICE_NUMBER.; VIRTUAL_SLICE_2_PHYSICAL_SLICE_NUMBER VIRTUAL_SLICE_2_PHYSICAL_SLICE_NUMBER.; VIRTUAL_SLICE_3_PHYSICAL_SLICE_NUMBER VIRTUAL_SLICE_3_PHYSICAL_SLICE_NUMBER.; VALID            VALID BIT.; KEY              Key field.; KEY_MASK         MASK field.; MASK             MASK field.,1,0x00004ee4,no,medium (ACL / filter),0x08280616
EFP_TCAM_BLKSEL,EPIPE,EFP_TCAM_BLKSEL,SLICE_0          blk sel control for slice 0; SLICE_1          blk sel control for slice 1; SLICE_2          blk sel control for slice 2; SLICE_3          blk sel control for slice 3,1,0x000000ff,no,medium (ACL / filter),0x0828070d
EGR_CONFIG_1,EPIPE,Configuration Register Extension for the entire chip.,"RING_MODE        User should set it when FBs are cascaded in a ring fashion; IPMC_ROUTE_SAME_VLAN When special processing is needed for IPMC replicated pkt which has same vlan as incoming packets vlan.; FORCE_STATIC_MH_PFM Forces MH_PFM in the module header for pkts going to Higig Port.; MH_PFM           PFM to be used to construct the Module Header.; DISABLE_PPD0_PRESERVE_QOS If set, then the module header generation logic will treat the PPD0 preserve QOS bits as reserved.; VT_SYS_PORT_OVERRIDE When this override is set, the 13-bits reserved for the port information in the VLAN XLATE (port group ID) view will be replaced by DST_MODID[7:0] and DST_PORT[6:0].; STRIP_PAD_EN     If set, then for L3 routed packets, padding will be stripped from the packet. Should not be set when ASF (cut-through mode) is enabled; IGNORE_HG_LAG_FAILOVER If set, then lag_failover action is not taken in EP; IGNORE_HG_HDR_DONOT_LEARN If set, ignore the donot_learn (from ehcpm) bits for HG header; MIRROR_INVALID_VLAN_DROP Will control whether packets are dropped or forwarded for the mirror-to-port when the packetgoing out contains an invalid VLAN.  A '1' will force the packet to be dropped, while a '0' will allow it to forward.; BPDU_INVALID_VLAN_DROP Will control whether BPDU packets are dropped or forwarded when the packetgoing out contains an invalid VLAN.  A '1' will force the packet to be dropped, while a '0' will allow it to forward.; DISABLE_VT_IF_IFP_CHANGE_VLAN If set, disable egress VLAN translation if ingress FP changed outer/inner VLAN tags; DISABLE_MIRROR_CHECKS Disable all packet checks for mirror packets.; SET_PPD2_OPCODE  When set, the opcode fields of the PPD2 header is set to be compatible with Humv.  When not set, the PPD2 opcode field is zero for packets from front-panel ports or propaged for packets from HG2-PPD2 input ports so that newer chips can use the field for something new.; UPDATE_HG_FABRIC_SRC_FOR_L2 This control indicates whether the FRC source should be changed to the local module when a packet is going out on a HG port after HG lookup for an L2 COPY.; UPDATE_HG_FABRIC_SRC_FOR_L3 This control indicates whether the FRC source should be changed to the local module when a packet is going out on a HG port after HG lookup for an L3 COPY.; PPD0_ADD_SYSTEM_SRC_PORT This control indicates whether the system source port should be put into the PPD0 overlay.  If set to 1, insert system ingress port into PPD0 overlay.; PPD2_ADD_SYSTEM_SRC_PORT Controls the contents of SOURCE_TYP, DEST_TYP, SOURCE_VP and DEST_VP fields in the PPD2 overlay.Values are:0: These fields are based on Triumph functionality.   The PPD2.SOURCE_TYPE and PPD2.DEST_TYPE fields are always 0.   If the source (dest) is physical, the SOURCE_VP (DEST_VP) field is set to 0.1: These fields are based on Chariot functionality.   When the source (destination) is physical, the SOURCE_TYPE (DEST_TYPE) field is set to '1',   and the SGPP (DGPP) goes into the SOURCE_VP (DEST_VP) field.; DISABLE_PPD3_PRESERVE_QOS If set, then the module header generation logic will treat the PPD3 preserve QOS bits as reserved.; DISABLE_PPD2_PRESERVE_QOS If set, then the module header generation logic will treat the PPD2 preserve QOS bits as reserved.; CPU_PORTNUM      Port number of CPU port.; QCN_SEND_NULL_CNTAG_IF_NO_CNTAG If set, and the SampledDataFrame does not have a CNTAG, CNM carries a NULL CNTAG.",1,0x00006001,no,unknown,0x01280601
EGR_CONFIG_2,,?,,1,0x0000001f,no,unknown,
EGR_EDATABUF_PARITY_CONTROL,EPIPE,Continuation of ram controls,CM_ECC_EN        ECC enable for xp0 interface; XLP0_ECC_EN      ECC enable for xlp0 interface; XLP1_ECC_EN      ECC enable for xlp1 interface; XLP2_ECC_EN      ECC enable for xlp2 interface; XLP3_ECC_EN      ECC enable for xlp3 interface; XLP4_ECC_EN      ECC enable for xlp4 interface; XLP5_ECC_EN      ECC enable for xlp5 interface; XLP6_ECC_EN      ECC enable for xlp6 interface; XLP7_ECC_EN      ECC enable for xlp7 interface; XLP8_ECC_EN      ECC enable for xlp8 interface; LBP_ECC_EN       ECC enable for lbp interface; STATS_PAR_EN     Parity enable for egress stats counter memory; EFPCTR_PAR_EN    Parity enable for efp counter memory; PERQ_PAR_EN      Parity enable for egress perq xmt counter memory; PERQ_BASE_ADDR_PAR_EN Parity enable for egress perq xmt counter base addr memory; VINTFCTR_PAR_EN  Parity enable for service counter memory; SVCCTR_PAR_EN    Parity enable for service counter memory,1,0x0001ffff,no,low (parity init),0x0a280703
EGR_EHCPM_ECC_PARITY_CONTROL,EPIPE,Control ecc/parity functions of EHCPM RAMS,MOD_MAP_PARITY_EN Enable Parity generation and checking on memory EGR_MOD_MAP; INITBUF_ECC_EN   Enable ECC checking on memory INITBUF,1,0x00000003,no,low (parity init),0x05280700
EGR_EL3_ECC_PARITY_CONTROL,EPIPE,"EGR_L3_INTF_PARITY_CONTROL, FeatureSpecific-Ethernet",EGR_L3_NEXT_HOP_PARITY_EN This bit enables parity checking for the EGR_L3_NEXT_HOP table.; EGR_L3_INTF_PARITY_EN This bit enables parity checking for the EGR_L3_INTF table.; EGR_MPLS_VC_AND_SWAP_LABEL_TABLE_PARITY_EN This bit enables parity checking for the EGR_MPLS_VC_AND_SWAP_LABEL_TABLE table.; EGR_MAC_DA_PROFILE_PARITY_EN This bit enables parity checking for the EGR_MAC_DA_PROFILE table.; EGR_DVP_ATTRIBUTE_PARITY_EN This bit enables parity checking for the EGR_DVP_ATTRIBUTE table.; EGR_VFI_PARITY_EN This bit enables parity checking for the EGR_VFI table.; EGR_IPMC_PARITY_EN This bit enables parity checking for the EGR_IPMC table.; EGR_PORT_PARITY_EN This bit enables parity checking for the EGR_PORT table.; EGR_MPB_ECC_EN   Enable ECC checking on memory MPB; EGR_MAP_MH_PARITY_EN This bit enables parity checking for the EGR_MAP_MH table.; EGR_VLAN_CONTROL_1_PARITY_EN This bit enables parity checking for the EGR_VLAN_CONTROL_1 table.; EGR_IPMC_CFG2_PARITY_EN This bit enables parity checking for the EGR_IPMC_CFG2 table.,1,0x00000fff,no,low (parity init),0x01280700
EGR_HW_RESET_CONTROL_1,EPIPE,Mirror to Port Table to be used for IM tagged packets.,"COUNT            Count of entries which need to be resetted starting from EGR_HW_RESET_CONTROL_0.START_ADDRESS.; RESET_ALL        If set, then ALL Tables in the Egress Pipeline will be resetted for COUNT entries. STAGE_NUMBER is ignored when this bit is set.; VALID            The HW table initialization will start after Logic sees this bit as set.; DONE             After HW has issued memory reset commands equal to COUNT times, it will set DONE bit,SW can poll this bit from time to time and whenever it is set, SW should reset DONE and VALIDbits to 0. This will end the HW Reset Sequence of memories in the HW.; MTP_DST_MODID    DST_MODID field to be used in the module header in case of mirroring.; MTP_DST_PORT     DST_PORT field to be used in module header in case of mirroring.; INSERT_CLASS_TAG If set to 1 and the packet is transmitted out a HG header, then the classification tag will be inserted into the outgoing packet's module header.; CHANGE_INT_PRI   If set, mirror traffic going to this MTP will have its traffic class (int_pri) changed to NEW_INT_PRI.; NEW_INT_PRI      Traffic Class (int_pri) to be assigned to mirror traffic going to this MTP.; MIRROR_ENCAP_ENABLE If set, causes a mirroring encapsulation on mirror packets using the EGR_MIRROR_ENCAP_DATA_1/_2/CONTROL tables.; MIRROR_ENCAP_INDEX Index into the EGR_MIRROR_ENCAP_DATA_1/_2/CONTROL tables.",1,0x00000000,no,unknown,0x00280701
EGR_INTR0_ENABLE,EPIPE,Bitwise interrupt enable for EGR_INTR0_STATUS,EGR_NHOP_PAR_ERR EGR_L3_NEXT_HOP table parity error.; EGR_L3_INTF_PAR_ERR EGR_L3_INTF table parity error.; EGR_MPLS_VC_AND_SWAP_LABEL_TABLE_PAR_ERR EGR_MPLS_VC_AND_SWAP_LABEL_TABLE table parity error.; EGR_VLAN_PAR_ERR EGR_VLAN table parity error.; EGR_VLAN_STG_PAR_ERR EGR_VLAN_XLATE table parity error.; EGR_IP_TUNNEL_PAR_ERR EGR_IP_TUNNEL table parity error.; EGR_VLAN_XLATE_PAR_ERR EGR_VLAN_XLATE table parity error.; EGR_FRAGMENT_ID_TABLE_PAR_ERR FRAGMENT_ID table ECC error.; EGR_INITBUF_ECC_ERR EGR_INITBUF table ECC error.; EGR_PORT_PAR_ERR EGR pORT Parity error.; EGR_GPP_ATTRIBUTES_PAR_ERR FRAG_PKT_TABLE ECC error.; EGR_MOD_MAP_TABLE_PAR_ERR MOD_MAP_TABLE PAR error.; EGR_MAC_DA_PROFILE_PAR_ERR EGR_INITBUF table ECC error.; EGR_DVP_ATTRIBUTE_PAR_ERR EGR_INITBUF table ECC error.; EGR_VFI_PAR_ERR  EGR_INITBUF table ECC error.; EGR_IPMC_PAR_ERR EGR_INITBUF table ECC error.; EGR_MPLS_EXP_MAPPING_2_PAR_ERR EGR_MPLS_EXP_MAPPING_TABLE Parity rerror.; EGR_MPLS_PRI_MAPPING_PAR_ERR EGR_MPLS_PRI_MAPPING parity error.; EGR_PRI_CNG_MAP_PAR_ERR PRI_CNG_MAP_TABLE Parity error.; EGR_DSCP_TABLE_PAR_ERR DSCP TABLE Parity error.; EGR_MPB_ECC_ERR  MPB Data ECC error.; EGR_MAP_MH_PAR_ERR Map MH parity error.; EGR_VLAN_CONTROL_1_PAR_ERR Vlan control 1 parity error.; EGR_IPMC_CFG2_PAR_ERR Vlan control 1 parity error.; EGR_GPP_ATTRIBUTES_MODBASE_PAR_ERR FRAG_PKT_TABLE ECC error.; EGR_MPLS_EXP_MAPPING_1_PAR_ERR FRAG_PKT_TABLE ECC error.,1,0x03ffffff,no,unknown,0x02280724
EGR_INTR1_ENABLE,EPIPE,Bitwise interrupt enable for EGR_INTR1_STATUS,CM_PAR_ERR       ECC enable for xp0 interface; XLP0_PAR_ERR     ECC enable for xlp0 interface; XLP1_PAR_ERR     ECC enable for xlp1 interface; XLP2_PAR_ERR     ECC enable for xlp2 interface; XLP3_PAR_ERR     ECC enable for xlp3 interface; XLP4_PAR_ERR     ECC enable for xlp4 interface; XLP5_PAR_ERR     ECC enable for xlp5 interface; XLP6_PAR_ERR     ECC enable for xlp6 interface; XLP7_PAR_ERR     ECC enable for xlp7 interface; XLP8_PAR_ERR     ECC enable for xlp8 interface; LBP_PAR_ERR      ECC enable for lbp interface; EGR_STATS_COUNTER_TABLE_PAR_ERR ECC error in one of the Edatabuf stats counters.; EGR_EFP_COUNTER_TABLE_PAR_ERR Parity error in the FP counter table; EGR_PERQ_XMT_COUNTERS_PAR_ERR ECC error in the perq counter table; EGR_PERQ_XMT_COUNTERS_BASE_ADDR_PAR_ERR ECC error in the perq counter table; EGR_VINTF_COUNTER_TABLE_PAR_ERR parity error in vintf counter table; EGR_SERVICE_COUNTER_TABLE_PAR_ERR Parity error in service counter table; EGR_EFP_METER_TABLE_PAR_ERR EFP Meter Table parity error.; EGR_EFP_POLICY_TABLE_PAR_ERR EFP Policy Table parity error.; EGR_EFP_PW_INIT_COUNTERS_PAR_ERR EFP PW Counters parity error.,1,0x000fffff,no,unknown,0x0a280702
EGR_LOGICAL_TO_PHYSICAL_PORT_NUMBER_MAPPING,,?,,54,0x00000000,no,unknown,
EGR_MASK_MODBASE_PARITY_CONTROL,IPIPE,"EGR_MASK_MODBASE_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the L3_IPMC table.,1,0x00000001,no,low (parity init),0x0e180d1b
EGR_MASK_PARITY_CONTROL,IPIPE,"Parity Control for EGR_MAS_KPORTVIEW table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the EGR_MASK table.,1,0x00000001,no,low (parity init),0x0f180d16
EGR_MC_CONTROL_1,EPIPE,TBfilled,HIGIG2_BC_BASE_OFFSET TBF; HIGIG2_L2MC_BASE_OFFSET TBF,1,0x10000000,no,unknown,0x06280601
EGR_MC_CONTROL_2,EPIPE,TBfilled,HIGIG2_IPMC_BASE_OFFSET TBF,1,0x00002000,no,unknown,0x06280602
EGR_MTU,EPIPE,Egress MTU Register.,MTU_SIZE         Egress port's MTU limit.; MTU_ENABLE       Egress port's MTU check enable.,52,0x000045f2,no,unknown,0x06200609
EGR_OUTER_TPID,EPIPE,Egress Outer TPID register.,TPID             Egress outer TPID field.,3,0x00008100,no,unknown,0x02280600
EGR_PW_INIT_COUNTERS_PARITY_CONTROL,EPIPE,"EGR_PW_INIT_COUNTERS_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the EGR_PW_INIT_COUNTERS table.,1,0x00000001,no,low (parity init),0x08280700
EGR_Q_BEGIN,EPIPE,"Register starts an EQ Bus which is provided for later ECO reasons, if any.",RESERVED         Unused bits; QBUS             Debug BUS introduced for later ECO provisions.; HW_CTRL_QBUS     Debug BUS introduced for later ECO provisions.,1,0x00100000,no,unknown,0x00280702
EGR_Q_END,EPIPE,"Register starts an EQ Bus which is provided for later ECO reasons, if any.",QBUS             Debug BUS introduced for later ECO provisions.,1,0x00100000,no,unknown,0x0a2806c0
EGR_VLAN_CONTROL_1,EPIPE,Controls Vlan Translate and VLAN membership related functions.,"VT_ENABLE        VLAN Translate is enabled on this port. If this bit is set, then the vid, pri obtained from the VXLTTranslation Table Lookup is used.; VT_MISS_DROP     If this bit is set, and a lookup in the vxlt translation table results in a miss, then pkt is dropped.This bit is meaningful only when VT_ENABLE is set.; VT_MISS_UT_DROP  If this bit is set, and a lookup in the vxlt translation table results in a miss, AND pkt is untagged by vlan_table, then pkt is dropped.This bit is meaningful only when VT_ENABLE is set.; VT_MISS_UNTAG    If this bit is set, it will force vlan translation misses to be untagged; OUTER_TPID_SEL   If this bit is set, use the use the EGR_VLAN table OUTER_TPID_INDEX to index into the EGR_OUTER_TPID registers and obtain the outer TPID.Else, use the EGR_VLAN_CONTROL_1 register OUTER_TPID_INDEXfield to index into the EGR_OUTER_TPID registers and obtain the outer TPID.; OUTER_TPID_INDEX Index into the EGR_OUTER_TPID[xx] register array.; CFI_AS_CNG       Per-TPID indication whether the CFI bit in the outer VLAN tag carries QoS (drop precedence) information.0: Egress port's REMARK_DOT1P will not change the CFI/DE bit in the outer VLAN tag1: Egress port's REMARK_DOT1P will change CFI/DE bit in the outer VLAN tag; REMARK_OUTER_DOT1P If this bit is set, (int_pri, CNG) are mapped to outer (CFI, 802.1p) bits in the EGR_PRI_CNG_MAP table. Whether the CFI is used depends on the TPID's CFI_AS_CNG setting.; REMARK_OUTER_DSCP If this bit is set, (int_pri, CNG) are mapped to outgoing IP header's DSCP in the EGR_DSCP table.; PARITY           Parity bit.",52,0x00002001,no,unknown,0x01200606
EGR_VLAN_LOGICAL_TO_PHYSICAL_MAPPING,,?,,54,0x00000000,no,unknown,
EGR_VLAN_PARITY_CONTROL,EPIPE,"EGR_VLAN_PARITY_CONTROL, FeatureSpecific-Ethernet",EGR_VLAN_PARITY_EN This bit enables parity checking for the EGR_VLAN table.; EGR_VLAN_STG_PARITY_EN This bit enables parity checking for the EGR_VLAN_STG table.; EGR_VLAN_XLATE_PARITY_EN This bit enables parity checking for the EGR_VLAN_XLATE table.; EGR_IP_TUNNEL_PARITY_EN This bit enables parity checking for the EGR_IP_TUNNEL table.; EGR_MPLS_EXP_MAPPING_2_PARITY_EN This bit enables parity checking for the EGR_MPLS_EXP_MAPPING_2 table.; EGR_MPLS_PRI_MAPPING_PARITY_EN This bit enables parity checking for the EGR_MPLS_PRI_MAPPING table.; EGR_PRI_CNG_MAP_PARITY_EN This bit enables parity checking for the EGR_PRI_CNG_MAP table.; EGR_DSCP_TABLE_PARITY_EN This bit enables parity checking for the EGR_DSCP_TABLE table.; EGR_FRAGMENT_ID_TABLE_PARITY_EN Enable ECC generation and checking on memory ep_egr_fragment_id_table; EGR_GPP_ATTRIBUTES_MODBASE_PARITY_EN Enable ECC generation and checking on memory gpp_attributes; EGR_GPP_ATTRIBUTES_PARITY_EN Enable ECC generation and checking on memory; EGR_MPLS_EXP_MAPPING_1_PARITY_EN Enable ECC generation and checking on memory,1,0x00000fff,no,low (parity init),0x02280700
EMIRROR_CONTROL1_PARITY_CONTROL,IPIPE,"Parity Control for EMIRROR_CONTROL1 table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the EMIRROR_CONTROL1 table.,1,0x00000001,no,low (parity init),0x0f180d6a
EMIRROR_CONTROL2_PARITY_CONTROL,IPIPE,"Parity Control for EMIRROR_CONTROL2 table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the EMIRROR_CONTROL2 table.,1,0x00000001,no,low (parity init),0x0f180d6d
EMIRROR_CONTROL3_PARITY_CONTROL,IPIPE,"Parity Control for EMIRROR_CONTROL3 table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the EMIRROR_CONTROL3 table.,1,0x00000001,no,low (parity init),0x0f180d70
EMIRROR_CONTROL_PARITY_CONTROL,IPIPE,"Parity Control for EMIRROR_CONTROL table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the EMIRROR_CONTROL table.,1,0x00000001,no,low (parity init),0x0f180d61
ESCONFIG,MMU,Egress Scheduler Configuration Register for stage 1 scheduler S1,SCHEDULING_SELECT Scheduling Mode Options0: Strict Priority (SP) scheduling among valid queues (default value).1: Round Robin (RR) scheduling among valid queues.2: Weighted Round Robin (WRR) _packet_ scheduling according to each queue's weight.3: Weighted Elastic Round Robin (WERR) _byte_ scheduling according to each queue's weight.,52,0x00000003,yes,HIGH (data path),0x06300000
ES_TDM_CONFIG,MMU,"Egress TDM Configuration Register, defining Gb ports that share cpu slot","GB_PORT0         Gb port number 0 that share cpu slot, use 0x3F if none, ILLEGAL to configure port number already used in TDM table; GB_PORT1         Gb port number 1 that share cpu slot, use 0x3F if none, ILLEGAL to configure port number already used in TDM table; GB_PORT2         Gb port number 2 that share cpu slot, use 0x3F if none, ILLEGAL to configure port number already used in TDM table; GB_PORT3         Gb port number 3 that share cpu slot, use 0x3F if none, ILLEGAL to configure port number already used in TDM table; EN_CPU_SLOT_SHARING Enable cpu slot sharing, sharing slot 0 with gp_port0..3, if not enabled all Gb port numbers have to be in TDM table; EN_FLEXIBLE_TDM  Enable use of flexible TDM (reducing latency for low load situations), only first 48 slots searched in TDM table; EN_LBP_SLOT_STEALING Enable loop back port to steal unused TDM slots (empty ports), TBD if supported in EP",1,0x0000000000000000,yes,HIGH (data path),0x06380022
FP_FIELD_SEL_PARITY_CONTROL,IPIPE,"FP_FIELD_SEL_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the FP_PORT_FIELD_SEL table.,1,0x00000001,no,medium (ACL / filter),0x0c180d02
FP_GM_TCAM_BLK_SEL,IPIPE,"FP_GM_TCAM_BLK_SEL, FeatureSpecific-FP",SLICE_4          block select for TCAM; SLICE_5          block select for TCAM; SLICE_6          block select for TCAM; SLICE_7          block select for TCAM; SLICE_8          block select for TCAM; SLICE_9          block select for TCAM,1,0x00000fff,no,medium (ACL / filter),0x0d180d21
FP_SLICE_ENABLE,IPIPE,Slice enable control for ingress fp.,FP_SLICE_ENABLE_SLICE_0 Enable bit for ingress fp slice 0.; FP_SLICE_ENABLE_SLICE_1 Enable bit for ingress fp slice 1.; FP_SLICE_ENABLE_SLICE_2 Enable bit for ingress fp slice 2.; FP_SLICE_ENABLE_SLICE_3 Enable bit for ingress fp slice 3.; FP_SLICE_ENABLE_SLICE_4 Enable bit for ingress fp slice 4.; FP_SLICE_ENABLE_SLICE_5 Enable bit for ingress fp slice 5.; FP_SLICE_ENABLE_SLICE_6 Enable bit for ingress fp slice 6.; FP_SLICE_ENABLE_SLICE_7 Enable bit for ingress fp slice 7.; FP_SLICE_ENABLE_SLICE_8 Enable bit for ingress fp slice 8.; FP_SLICE_ENABLE_SLICE_9 Enable bit for ingress fp slice 9.; FP_LOOKUP_ENABLE_SLICE_0 Search enable for ingress fp slice 0.; FP_LOOKUP_ENABLE_SLICE_1 Search enable for ingress fp slice 1.; FP_LOOKUP_ENABLE_SLICE_2 Search enable for ingress fp slice 2.; FP_LOOKUP_ENABLE_SLICE_3 Search enable for ingress fp slice 3.; FP_LOOKUP_ENABLE_SLICE_4 Search enable for ingress fp slice 4.; FP_LOOKUP_ENABLE_SLICE_5 Search enable for ingress fp slice 5.; FP_LOOKUP_ENABLE_SLICE_6 Search enable for ingress fp slice 6.; FP_LOOKUP_ENABLE_SLICE_7 Search enable for ingress fp slice 7.; FP_LOOKUP_ENABLE_SLICE_8 Search enable for ingress fp slice 8.; FP_LOOKUP_ENABLE_SLICE_9 Search enable for ingress fp slice 9.,1,0x000e33ff,no,medium (ACL / filter),0x0d180601
